agios_id,agios_amount,agios_date_ref,agios_operation_date,agios_label,agios_ref,matched,match_method,origine_id,origine_ref,origine_date_ref,origine_amount,origine_internal_number,customer_doc_number,simulated_agios,difference,is_total_match,match_failure_reason,checked_doc_numbers_count,no_tax_rows_docs_count,mismatch_docs_count,checked_doc_numbers,no_tax_rows_doc_numbers,mismatch_doc_details,checked_customer_transactions_details
226558,-1167.402,2025-09-01,2025-09-16,REMISE EFFET/ESCOMPTE AGENCE DU 01 09 2025,,True,customer_tax_matching,226400.0,,,73007.298,INT_ABF566D0,BEB24000395,1147.386,20.016000000000076,False,,,,,,,,
226612,-1784.06,2025-09-02,2025-09-23,REMISE EFFET/ESCOMPTE AGENCE DU 02 09 2025,,True,customer_tax_matching,226447.0,,,72886.1,INT_7EC7AE29,BEB24000391,1746.598,37.46199999999999,False,,,,,,,,
226570,-4082.303,2025-09-03,2025-09-17,REMISE EFFET/ESCOMPTE AGENCE DU 03 09 2025,,True,customer_tax_matching,226458.0,,,162476.155,INT_440E3127,BEB24000392,4017.435,64.86799999999994,False,,,,,,,,
226568,-1362.043,2025-09-05,2025-09-17,REMISE EFFET/ESCOMPTE AGENCE DU 05 09 2025,,True,customer_tax_matching,226467.0,,,50611.934,INT_4F2F8168,BEB24000393,1347.792,14.250999999999976,False,,,,,,,,
226611,-2807.195,2025-09-10,2025-09-23,REMISE EFFET/ESCOMPTE AGENCE DU 10 09 2025,,True,customer_tax_matching,226495.0,,,146066.187,INT_091C136D,BEB24000394,2738.836,68.35900000000038,False,,,,,,,,
226613,-2576.998,2025-09-12,2025-09-23,REMISE EFFET/ESCOMPTE AGENCE DU 12 09 2025,,True,customer_tax_matching,226538.0,,,107217.91,INT_50E2EAE5,BEB24000412,2526.408,50.590000000000146,False,,,,,,,,
226630,-7276.187,2025-09-15,2025-09-25,REMISE EFFET/ESCOMPTE AGENCE DU 15 09 2025,,True,customer_tax_matching,226549.0,,,358980.296,INT_CBE34FA4,BEB24000411,7135.198,140.98899999999958,False,,,,,,,,
226394,-3314.174,2025-08-15,2025-09-01,REMISE EFFET/ESCOMPTE AGENCE DU 15 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-15,0.0,0.0,0.0,,,,
226393,-6017.944,2025-08-15,2025-09-01,REMISE EFFET/ESCOMPTE AGENCE DU 15 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-15,0.0,0.0,0.0,,,,
226399,-271.343,2025-08-18,2025-09-01,REMISE EFFET/ESCOMPTE AGENCE DU 18 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-18,0.0,0.0,0.0,,,,
226397,-861.924,2025-08-18,2025-09-01,REMISE EFFET/ESCOMPTE AGENCE DU 18 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-18,0.0,0.0,0.0,,,,
226395,-1929.211,2025-08-18,2025-09-01,REMISE EFFET/ESCOMPTE AGENCE DU 18 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-18,0.0,0.0,0.0,,,,
226396,-6383.214,2025-08-18,2025-09-01,REMISE EFFET/ESCOMPTE AGENCE DU 18 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-18,0.0,0.0,0.0,,,,
226446,-1780.414,2025-08-21,2025-09-02,REMISE EFFET/ESCOMPTE AGENCE DU 21 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-21,0.0,0.0,0.0,,,,
226445,-4385.5,2025-08-25,2025-09-02,REMISE EFFET/ESCOMPTE AGENCE DU 25 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-25,0.0,0.0,0.0,,,,
226498,-541.394,2025-08-28,2025-09-11,REMISE EFFET/ESCOMPTE AGENCE DU 28 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-28,0.0,0.0,0.0,,,,
226500,-631.706,2025-08-28,2025-09-11,REMISE EFFET/ESCOMPTE AGENCE DU 28 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-28,0.0,0.0,0.0,,,,
226496,-1780.929,2025-08-28,2025-09-11,REMISE EFFET/ESCOMPTE AGENCE DU 28 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-28,0.0,0.0,0.0,,,,
