bank_transaction_id,bank_operation_date,bank_amount,bank_ref,bank_payment_class,bank_label,customer_transaction_id,customer_accounting_date,customer_amount,customer_total_amount,customer_document_number,customer_external_doc_number,customer_payment_type,customer_description,score
108388,2025-09-01,-150824.735,010155466992,FRS EFFET,PAYEMENT EFFET 300825  010155466992,68610.0,2025-09-01,-32434.191,-64868.382,EFB250000643,10396998350,FRS EFFET,Paiement Traite Fournisseur,23.75
108396,2025-09-01,-84550.497,010396999514,FRS EFFET,PAYEMENT EFFET 300825  010396999514,68610.0,2025-09-01,-32434.191,-64868.382,EFB250000643,10396998350,FRS EFFET,Paiement Traite Fournisseur,23.75
108399,2025-09-01,13384.072,2500951,CLT CHQ,ENCAISSEMENT REMISE CHEQUES DU 28 08 2025 Bordereau No2500951,68658.0,2025-09-11,19143.484,38286.968,BVC250001010,4000219,CLT CHQ,Chèque en Banque,0.0
108402,2025-09-01,25899.532,285973,CLT VIR,VIREMENT REÇU 285973   IVANOVS KA OLENA EP MANITA,68609.0,2025-09-01,25899.532,51799.064,VICL210670,1,CLT VIR,Virement Reçu,23.75
108403,2025-09-01,-1.0,,ECH CREDIT,REGLEMENT ECHEANCE LEASING DROIT DE TIMBRE A PAYER,,,,,,,,,-1.0
108406,2025-09-01,-1297.521,,ECH CREDIT,REGLEMENT ECHEANCE LEASING LOYER T.T.C,,,,,,,,,-1.0
108412,2025-09-01,-1297.521,,ECH CREDIT,REGLEMENT ECHEANCE LEASING LOYER T.T.C,,,,,,,,,-1.0
108415,2025-09-01,-1297.521,,ECH CREDIT,REGLEMENT ECHEANCE LEASING LOYER T.T.C,,,,,,,,,-1.0
108421,2025-09-01,-3554.231,,ECH CREDIT,REGLEMENT ECHEANCE LEASING LOYER T.T.C,,,,,,,,,-1.0
108424,2025-09-01,-150000.0,,ECH CREDIT,REMBOURSEMENT ECHEANCE CREDIT DU 31 08 2025,,,,,,,,,-1.0
108427,2025-09-02,72886.1,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,68618.0,2025-09-02,42632.69,145772.2,BEB24000391,10815215596,CLT EFFET,Validation Effet escompté en Banque,23.75
108442,2025-09-03,-92173.69,010155470678,FRS EFFET,PAYEMENT EFFET 220825  010155470678,68622.0,2025-09-03,-92173.69,-184347.38,EFB250000652,10155470678,FRS EFFET,Paiement Traite Fournisseur,23.75
108446,2025-09-03,-108101.494,010155470581,FRS EFFET,PAYEMENT EFFET 310825  010155470581,68622.0,2025-09-03,-92173.69,-184347.38,EFB250000652,10155470678,FRS EFFET,Paiement Traite Fournisseur,23.75
108447,2025-09-05,50611.934,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,68630.0,2025-09-05,31374.322,101223.868,BEB24000393,10396681160,CLT EFFET,Validation Effet escompté en Banque,23.75
108448,2025-09-05,91496.252,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,68630.0,2025-09-05,31374.322,101223.868,BEB24000393,10396681160,CLT EFFET,Validation Effet escompté en Banque,23.75
108452,2025-09-05,-112538.336,,FRS EFFET,REGLEMENT EFFET ESCOMPTE 050925,68629.0,2025-09-05,-112538.336,-225076.672,EFB250000654,10155465731,FRS EFFET,Paiement Traite Fournisseur,23.75
108453,2025-09-08,100000.0,,CLT VIR,VIREMENT MEME CLIENT STE PRODTS PHARMACEU,68609.0,2025-09-01,25899.532,51799.064,VICL210670,1,CLT VIR,Virement Reçu,15.0
108457,2025-09-08,-72769.272,10816990502,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 050925 LCN 10816990502,68634.0,2025-09-08,30000.0,400597.808,BEB24000396,10155489981,CLT EFFET,Validation Effet escompté en Banque,23.75
108460,2025-09-08,-37061.294,10396979920,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 050925 LCN 10396979920,68634.0,2025-09-08,30000.0,400597.808,BEB24000396,10155489981,CLT EFFET,Validation Effet escompté en Banque,23.75
108464,2025-09-08,200298.904,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,68634.0,2025-09-08,30000.0,400597.808,BEB24000396,10155489981,CLT EFFET,Validation Effet escompté en Banque,23.75
108470,2025-09-10,-65185.607,010938873136,FRS EFFET,PAYEMENT EFFET 080925  010938873136,68644.0,2025-09-10,-65185.607,-130371.214,EFB250000662,10938873136,FRS EFFET,Paiement Traite Fournisseur,23.75
108474,2025-09-10,-113970.291,010155470193,FRS EFFET,PAYEMENT EFFET 100925  010155470193,68644.0,2025-09-10,-65185.607,-130371.214,EFB250000662,10938873136,FRS EFFET,Paiement Traite Fournisseur,23.75
108475,2025-09-10,146066.187,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,68646.0,2025-09-10,21380.21,292132.374,BEB24000394,10396682227,CLT EFFET,Validation Effet escompté en Banque,23.75
108483,2025-09-11,100000.0,,CLT VIR,VIREMENT MEME CLIENT STE PRODTS PHARMACEU,68695.0,2025-09-16,42060.596,84121.192,VICL210702,1,CLT VIR,Virement Reçu,18.75
108486,2025-09-11,-53462.374,10155484840,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 100925 LCN 10155484840,68646.0,2025-09-10,21380.21,292132.374,BEB24000394,10396682227,CLT EFFET,Validation Effet escompté en Banque,22.5
