agios_id,agios_amount,agios_date_ref,agios_operation_date,agios_label,agios_ref,matched,match_method,origine_id,origine_ref,origine_date_ref,origine_amount,origine_internal_number,customer_doc_number,simulated_agios,difference,is_total_match,match_failure_reason,checked_doc_numbers_count,no_tax_rows_docs_count,mismatch_docs_count,checked_doc_numbers,no_tax_rows_doc_numbers,mismatch_doc_details,checked_customer_transactions_details
230178,-3314.174,2025-08-15,2025-09-01,REMISE EFFET/ESCOMPTE AGENCE DU 15 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-15,0,0,0,,,,
230492,-3314.174,2025-08-15,2025-09-01,REMISE EFFET/ESCOMPTE AGENCE DU 15 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-15,0,0,0,,,,
230177,-6017.944,2025-08-15,2025-09-01,REMISE EFFET/ESCOMPTE AGENCE DU 15 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-15,0,0,0,,,,
230491,-6017.944,2025-08-15,2025-09-01,REMISE EFFET/ESCOMPTE AGENCE DU 15 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-15,0,0,0,,,,
230183,-271.343,2025-08-18,2025-09-01,REMISE EFFET/ESCOMPTE AGENCE DU 18 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-18,0,0,0,,,,
230497,-271.343,2025-08-18,2025-09-01,REMISE EFFET/ESCOMPTE AGENCE DU 18 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-18,0,0,0,,,,
230181,-861.924,2025-08-18,2025-09-01,REMISE EFFET/ESCOMPTE AGENCE DU 18 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-18,0,0,0,,,,
230495,-861.924,2025-08-18,2025-09-01,REMISE EFFET/ESCOMPTE AGENCE DU 18 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-18,0,0,0,,,,
230179,-1929.211,2025-08-18,2025-09-01,REMISE EFFET/ESCOMPTE AGENCE DU 18 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-18,0,0,0,,,,
230493,-1929.211,2025-08-18,2025-09-01,REMISE EFFET/ESCOMPTE AGENCE DU 18 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-18,0,0,0,,,,
230180,-6383.214,2025-08-18,2025-09-01,REMISE EFFET/ESCOMPTE AGENCE DU 18 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-18,0,0,0,,,,
230494,-6383.214,2025-08-18,2025-09-01,REMISE EFFET/ESCOMPTE AGENCE DU 18 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-18,0,0,0,,,,
230230,-1780.414,2025-08-21,2025-09-02,REMISE EFFET/ESCOMPTE AGENCE DU 21 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-21,0,0,0,,,,
230544,-1780.414,2025-08-21,2025-09-02,REMISE EFFET/ESCOMPTE AGENCE DU 21 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-21,0,0,0,,,,
230229,-4385.5,2025-08-25,2025-09-02,REMISE EFFET/ESCOMPTE AGENCE DU 25 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-25,0,0,0,,,,
230543,-4385.5,2025-08-25,2025-09-02,REMISE EFFET/ESCOMPTE AGENCE DU 25 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-25,0,0,0,,,,
230282,-541.394,2025-08-28,2025-09-11,REMISE EFFET/ESCOMPTE AGENCE DU 28 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-28,0,0,0,,,,
230596,-541.394,2025-08-28,2025-09-11,REMISE EFFET/ESCOMPTE AGENCE DU 28 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-28,0,0,0,,,,
230284,-631.706,2025-08-28,2025-09-11,REMISE EFFET/ESCOMPTE AGENCE DU 28 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-28,0,0,0,,,,
230598,-631.706,2025-08-28,2025-09-11,REMISE EFFET/ESCOMPTE AGENCE DU 28 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-28,0,0,0,,,,
230280,-1780.929,2025-08-28,2025-09-11,REMISE EFFET/ESCOMPTE AGENCE DU 28 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-28,0,0,0,,,,
230594,-1780.929,2025-08-28,2025-09-11,REMISE EFFET/ESCOMPTE AGENCE DU 28 08 2025,,False,,,,,,,,,,False,No customer transactions found for date_ref=2025-08-28,0,0,0,,,,
